                    x0           x1           x2           x3
  631.40000m    159.1992m    631.4000m    159.1992m    631.4000m
  632.10000m    159.0263m    632.1000m    159.0263m    632.1000m
  632.80000m    158.8543m    632.8000m    158.8543m    632.8000m
  633.50000m    158.6833m    633.5000m    158.6833m    633.5000m
  634.20000m    158.5132m    634.2000m    158.5132m    634.2000m
  634.90000m    158.3440m    634.9000m    158.3440m    634.9000m
  635.60000m    158.1757m    635.6000m    158.1757m    635.6000m
  636.30000m    158.0084m    636.3000m    158.0084m    636.3000m
  637.00000m    157.8419m    637.0000m    157.8419m    637.0000m
  637.70000m    157.6763m    637.7000m    157.6763m    637.7000m
  638.40000m    157.5116m    638.4000m    157.5116m    638.4000m
  639.10000m    157.3478m    639.1000m    157.3478m    639.1000m
  639.80000m    157.1849m    639.8000m    157.1849m    639.8000m
  640.50000m    157.0228m    640.5000m    157.0228m    640.5000m
  641.20000m    156.8616m    641.2000m    156.8616m    641.2000m
  641.90000m    156.7012m    641.9000m    156.7012m    641.9000m
  642.60000m    156.5417m    642.6000m    156.5417m    642.6000m
  643.30000m    156.3831m    643.3000m    156.3831m    643.3000m
  644.00000m    156.2253m    644.0000m    156.2253m    644.0000m
  644.70000m    156.0683m    644.7000m    156.0683m    644.7000m
  645.40000m    155.9121m    645.4000m    155.9121m    645.4000m
  646.10000m    155.7568m    646.1000m    155.7568m    646.1000m
  646.80000m    155.6023m    646.8000m    155.6023m    646.8000m
  647.50000m    155.4486m    647.5000m    155.4486m    647.5000m
  648.20000m    155.2957m    648.2000m    155.2957m    648.2000m
  648.90000m    155.1436m    648.9000m    155.1436m    648.9000m
  649.60000m    154.9923m    649.6000m    154.9923m    649.6000m
  650.30000m    154.8418m    650.3000m    154.8418m    650.3000m
  651.00000m    154.6920m    651.0000m    154.6920m    651.0000m
  651.70000m    154.5431m    651.7000m    154.5431m    651.7000m
  652.40000m    154.3949m    652.4000m    154.3949m    652.4000m
  653.10000m    154.2475m    653.1000m    154.2475m    653.1000m
  653.80000m    154.1008m    653.8000m    154.1008m    653.8000m
  654.50000m    153.9549m    654.5000m    153.9549m    654.5000m
  655.20000m    153.8098m    655.2000m    153.8098m    655.2000m
  655.90000m    153.6654m    655.9000m    153.6654m    655.9000m
  656.60000m    153.5218m    656.6000m    153.5218m    656.6000m
  657.30000m    153.3789m    657.3000m    153.3789m    657.3000m
  658.00000m    153.2367m    658.0000m    153.2367m    658.0000m
  658.70000m    153.0952m    658.7000m    153.0952m    658.7000m
  659.40000m    152.9545m    659.4000m    152.9545m    659.4000m
  660.10000m    152.8145m    660.1000m    152.8145m    660.1000m
  660.80000m    152.6752m    660.8000m    152.6752m    660.8000m
  661.50000m    152.5366m    661.5000m    152.5366m    661.5000m
  662.20000m    152.3987m    662.2000m    152.3987m    662.2000m
  662.90000m    152.2615m    662.9000m    152.2615m    662.9000m
  663.60000m    152.1250m    663.6000m    152.1250m    663.6000m
  664.30000m    151.9892m    664.3000m    151.9892m    664.3000m
  665.00000m    151.8541m    665.0000m    151.8541m    665.0000m
  665.70000m    151.7196m    665.7000m    151.7196m    665.7000m
  666.40000m    151.5859m    666.4000m    151.5859m    666.4000m
  667.10000m    151.4528m    667.1000m    151.4528m    667.1000m
  667.80000m    151.3204m    667.8000m    151.3204m    667.8000m
  668.50000m    151.1886m    668.5000m    151.1886m    668.5000m
  669.20000m    151.0575m    669.2000m    151.0575m    669.2000m
  669.90000m    150.9270m    669.9000m    150.9270m    669.9000m
  670.60000m    150.7972m    670.6000m    150.7972m    670.6000m
  671.30000m    150.6681m    671.3000m    150.6681m    671.3000m
  672.00000m    150.5395m    672.0000m    150.5395m    672.0000m
  672.70000m    150.4117m    672.7000m    150.4117m    672.7000m
  673.40000m    150.2844m    673.4000m    150.2844m    673.4000m
  674.10000m    150.1578m    674.1000m    150.1578m    674.1000m
  674.80000m    150.0318m    674.8000m    150.0318m    674.8000m
  675.50000m    149.9064m    675.5000m    149.9064m    675.5000m
  676.20000m    149.7817m    676.2000m    149.7817m    676.2000m
  676.90000m    149.6575m    676.9000m    149.6575m    676.9000m
  677.60000m    149.5340m    677.6000m    149.5340m    677.6000m
  678.30000m    149.4110m    678.3000m    149.4110m    678.3000m
  679.00000m    149.2887m    679.0000m    149.2887m    679.0000m
  679.70000m    149.1669m    679.7000m    149.1669m    679.7000m
  680.40000m    149.0458m    680.4000m    149.0458m    680.4000m
  681.10000m    148.9252m    681.1000m    148.9252m    681.1000m
  681.80000m    148.8053m    681.8000m    148.8053m    681.8000m
  682.50000m    148.6859m    682.5000m    148.6859m    682.5000m
  683.20000m    148.5670m    683.2000m    148.5670m    683.2000m
  683.90000m    148.4488m    683.9000m    148.4488m    683.9000m
  684.60000m    148.3311m    684.6000m    148.3311m    684.6000m
  685.30000m    148.2140m    685.3000m    148.2140m    685.3000m
  686.00000m    148.0975m    686.0000m    148.0975m    686.0000m
  686.70000m    147.9815m    686.7000m    147.9815m    686.7000m
  687.40000m    147.8660m    687.4000m    147.8660m    687.4000m
  688.10000m    147.7512m    688.1000m    147.7512m    688.1000m
  688.80000m    147.6368m    688.8000m    147.6368m    688.8000m
  689.50000m    147.5230m    689.5000m    147.5230m    689.5000m
  690.20000m    147.4098m    690.2000m    147.4098m    690.2000m
  690.90000m    147.2971m    690.9000m    147.2971m    690.9000m
  691.60000m    147.1849m    691.6000m    147.1849m    691.6000m
  692.30000m    147.0733m    692.3000m    147.0733m    692.3000m
  693.00000m    146.9621m    693.0000m    146.9621m    693.0000m
  693.70000m    146.8515m    693.7000m    146.8515m    693.7000m
  694.40000m    146.7415m    694.4000m    146.7415m    694.4000m
  695.10000m    146.6319m    695.1000m    146.6319m    695.1000m
  695.80000m    146.5229m    695.8000m    146.5229m    695.8000m
  696.50000m    146.4143m    696.5000m    146.4143m    696.5000m
  697.20000m    146.3063m    697.2000m    146.3063m    697.2000m
  697.90000m    146.1988m    697.9000m    146.1988m    697.9000m
  698.60000m    146.0918m    698.6000m    146.0918m    698.6000m
  699.30000m    145.9853m    699.3000m    145.9853m    699.3000m
  700.00000m    145.8792m    700.0000m    145.8792m    700.0000m
